TIME,TRAIN_ACC,VAL_ACC,TRAIN_LOSS,VAL_LOSS,LR
2025-01-16-00-58-18,0.11397058516740799,0.18014705181121826,0.12264765053987503,0.12296097725629807,0.0001
2025-01-16-00-58-45,0.16544117033481598,0.18014705181121826,0.11903635412454605,0.12162923812866211,0.0001
2025-01-16-00-59-11,0.15441176295280457,0.18382352590560913,0.1169675663113594,0.11889785528182983,0.0001
